DishName,Rating,ReviewCount,Submitter,MadeIt,Servings,Calories,PrepTime,CookTime,Totaltime,Ingredients,Directions
Saucy Slow Cooker Pork Chops,4.4912281036377,91,S Rodriguez,276,5,321,15 m,6 h 10 m,6 h 25 m,"['3 tablespoons olive oil', '5 boneless pork chops, trimmed', '1 onion, sliced', '2 green bell peppers, sliced', '1 (8 ounce) can tomato sauce', '1/4 cup brown sugar', '1 tablespoon apple cider vinegar', '2 teaspoons Worcestershire sauce', '1 1/2 teaspoons salt', '2 tablespoons cornstarch (optional)']","['Heat olive oil in a large skillet over medium heat; cook pork chops in the hot oil until browned, about 5 minutes per side. Transfer browned pork chops to a slow cooker; top pork chops with onion and green peppers.', 'Whisk tomato sauce, brown sugar, vinegar, Worcestershire sauce, and salt together in a bowl. Pour sauce into slow cooker, gently stirring to coat meat and vegetables.', 'Cook pork chops on Low until tender, 6 to 8 hours.', 'Transfer pork chops to a serving platter; tent with aluminum foil to keep warm. Whisk cornstarch into sauce until thickened; spoon sauce and vegetables over pork chops.', '']"
Cinnamon Roasted Almonds,4.92682933807373,34,erin.larochelle,89,20,289,5 m,1 h 15 m,1 h 20 m,"['2 egg whites', '2 teaspoons vanilla extract', '1 cup brown sugar', '1 cup white sugar', '1/2 teaspoon salt', '5 cups whole almonds', '1 tablespoon ground cinnamon']","['Preheat oven to 250 degrees F (120 degrees C). Line a baking sheet with parchment paper.', 'Beat egg whites and vanilla extract in a large bowl; add almonds and toss to coat. Stir brown sugar, white sugar, cinnamon, and salt into almonds until blended. Spread almond mixture into prepared baking dish.', 'Bake in preheated oven, stirring every 15 minutes, until coating is dry, about 75 minutes.', '']"
Simple Basil Butter,4.36842107772827,19,MOMMUMMA,16,8,105,10 m,,10 m,"['1/4 cup basil leaves', '3 cloves garlic', '1 tablespoon lemon juice', '1 teaspoon salt', '1 pinch white sugar', '1/2 cup butter, softened']","['Place basil leaves and garlic in a food processor; pulse until chopped. Add lemon juice, salt, and sugar; pulse to combine. Place butter into basil mixture and process until smooth.', '']"
Yummy Applesauce Bread,4.77777767181396,9,BLONDENBLUE1,17,9,348,20 m,55 m,2 h 15 m,"['2/3 cup pecans', '2 cups all-purpose flour', '1 1/3 cups packed brown sugar', '2 teaspoons ground cinnamon', '1 teaspoon baking soda', '1/2 teaspoon baking powder', '1/2 teaspoon nutmeg', '1/2 teaspoon salt', '1 cup applesauce', '1/4 cup water', '1/4 cup vegetable oil', '1 1/2 tablespoons cider vinegar']","['Preheat oven to 375 degrees F (190 degrees C). Grease a 9x5-inch loaf pan.', 'Spread pecans in a single layer on a baking sheet.', 'Bake pecans in the preheated oven until golden, 5 to 7 minutes. Remove pecans from oven and reduce oven temperature to 350 degrees F (175 degrees C).', 'Mix flour, brown sugar, cinnamon, baking soda, baking powder, nutmeg, and salt together in a large bowl. Stir applesauce, water, vegetable oil, and vinegar together in a separate bowl. Stir applesauce mixture into flour mixture until just combined; fold in pecans. Pour batter into the prepared loaf pan.', 'Bake in the preheated oven until a toothpick inserted in the center of the bread comes out clean, 50 to 60 minutes. Cool bread in the pan for 10 minutes before transferring to a wire rack to cool completely.', '']"
Oven Fried Chicken Wings,4.3230767250061,55,Lisa,213,20,163,15 m,30 m,45 m,"['cooking spray', '1 cup grated Parmesan cheese (such as Kraft(R))', '1 cup seasoned bread crumbs', '1/8 teaspoon garlic powder', '1/8 teaspoon onion powder', '1/8 teaspoon ground black pepper', '1 pinch salt', '5 pounds chicken wings, tips discarded', '1/2 cup melted butter']","['Preheat oven to 400 degrees F (200 degrees C). Line a baking sheet with aluminum foil and generously spray with cooking spray.', 'Mix Parmesan cheese, bread crumbs, garlic powder, onion powder, black pepper, and salt in a bowl.', 'Dip chicken wings in melted butter; press into bread crumb mixture until well-coated. Arrange wings on prepared baking dish.', 'Bake in preheated oven until golden brown, about 20 minutes. Flip chicken wings and continue baking until evenly browned and no longer pink in the center, about 10 minutes more.', '']"
Creamy Baked Pears,4.64864873886108,30,Lonnie Starks,47,4,175,10 m,30 m,40 m,"['2 tablespoons butter, divided', '2 tablespoons white sugar, divided', '2 Bosc pears, halved and cored', '1/2 cup heavy whipping cream']","['Preheat oven to 375 degrees F (190 degrees C). Grease a 9-inch baking dish with 1 tablespoon butter. Sprinkle 1 tablespoon sugar into buttered dish.', 'Rub remaining 1 tablespoon butter over pear halves; arrange pears cut sides down in prepared baking dish and sprinkle with remaining 1 tablespoon sugar.', 'Bake in preheated oven for 10 minutes. Pour cream over pears and continue baking until tender, about 20 minutes more.', '']"
Stuffed Zucchini Shells,4.5,1,VJUNE,11,4,101,20 m,40 m,1 h,"['2 zucchinis', '1 tablespoon olive oil', '1 small onion, diced', '4 ounces fresh mushrooms, sliced', '2 cloves garlic, minced', 'salt and ground black pepper to taste', '1/4 cup crumbled feta cheese', '1/4 cup grated Parmesan cheese, or to taste']","['Preheat oven to 350 degrees F (175 degrees C).', 'Trim ends from zucchini and half each length-wise. Scoop out flesh of zucchini; dice. Arrange zucchini shells into a baking dish.', 'Heat olive oil in a 10-inch skillet over medium heat. Cook and stir onion, mushrooms, and garlic in hot oil until the onion is tender, 5 to 7 minutes; season with salt and pepper.', 'Stir diced zucchini flesh into the onion mixture; cook and stir until hot, about 5 minutes. Spoon zucchini mixture into the shells in the baking dish; top each with 1 tablespoon each feta cheese and Parmesan cheese.', 'Bake in preheated oven until the zucchini shells are soft, 30 to 40 minutes.', '']"
Green Beans Italiano,4.75,4,Laurie S.,9,8,178,10 m,25 m,35 m,"['2 pounds green beans, trimmed', '1/2 cup olive oil', '2 teaspoons minced fresh garlic', '2 teaspoons white sugar', '1 1/2 teaspoons salt', '1 1/2 cups low-sodium beef broth', '1 (14.5 ounce) can Italian-style diced tomatoes, drained', '2 tablespoons parsley flakes']","['Stir green beans, olive oil, garlic, sugar, and salt in a large skillet. Place a cover on the skillet and cook over low heat until green beans are slightly tender, about 15 minutes.', 'Pour beef broth over the green bean mixture; continue cooking uncovered about 5 minutes more.', 'Increase heat to medium-high. Stir tomatoes and parsley through the green bean mixture; continue cooking until beans are cooked through and tender, about 5 minutes more.', '']"
Cranberry Pumpkin Muffins,4.56410264968872,31,iamblessedx7,40,24,166,10 m,20 m,30 m,"['2 eggs, slightly beaten', '2 cups white sugar', '1 cup solid pack pumpkin', '1/2 cup corn oil', '2 tablespoons orange zest', '2 1/2 cups all-purpose flour', '1 tablespoon pumpkin pie spice', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 1/2 cups cranberries, halved']","['Preheat oven to 350 degrees F (175 degrees C). Line 24 muffin cups with paper liners.', 'Beat eggs, sugar, pumpkin, corn oil, and orange zest in a small mixing bowl until smooth.', 'Mix flour, pumpkin pie spice, baking soda, and salt in a large mixing bowl with a fork. Make a well in the center of the flour mixture. Pour pumpkin mixture into the well; stir until the dry mixture is just moistened into a batter. Fold cranberries into the batter.', 'Scoop batter into prepared muffin cups.', 'Bake in the preheated oven until golden and the tops spring back when lightly pressed, 20 to 25 minutes.', '']"
Baked Denver Omelet,4.77398729324341,366,MOMINOREGON,1824,4,345,10 m,35 m,45 m,"['2 tablespoons butter', '1/2 onion, chopped', '1/2 green bell pepper, chopped', '1 cup chopped cooked ham', '8 eggs', '1/4 cup milk', '1/2 cup shredded Cheddar cheese', 'salt and ground black pepper to taste']","['Preheat oven to 400 degrees F (200 degrees C). Grease a 10-inch round baking dish.', 'Melt butter in a large skillet over medium heat; cook and stir onion and bell pepper until softened, about 5 minutes. Stir in ham and continue cooking until heated through, 5 minutes more.', 'Beat eggs and milk in a large bowl. Stir in Cheddar cheese and ham mixture; season with salt and black pepper. Pour mixture into prepared baking dish.', 'Bake in preheated oven until eggs are browned and puffy, about 25 minutes. Serve warm.', '']"
Chunky Pumpkin Apple Butter,4.75,3,sueb,6,32,31,10 m,1 h 30 m,1 h 40 m,"['2 cups finely grated pumpkin', '1 1/2 cups unsweetened applesauce', '1 cup white sugar', '2 teaspoons ground cinnamon', '1/4 teaspoon ground allspice']","['Stir pumpkin, applesauce, sugar, cinnamon, and allspice together in a saucepan over medium heat; bring to a boil. Reduce heat to low and cook at a simmer until thick, about 90 minutes.', '']"
Awesome Rice Pilaf,4.09375,28,tooshay,83,8,376,20 m,25 m,55 m,"['3 tablespoons butter', '2 carrots, finely chopped', '2 stalks celery, finely chopped', '1 small red bell pepper, diced', '1 small onion, finely chopped', '4 cloves garlic, minced', '3 cups white rice', '1 (8.75 ounce) can no-salt-added sweet corn, drained', '1 (15 ounce) can no-salt-added sweet peas, drained', '5 1/2 cups chicken broth', '1 1/2 tablespoons soy sauce', '1 1/2 tablespoons Worcestershire sauce', '2 teaspoons lemon pepper', '2 teaspoons dried crushed parsley', '4 pinches dried crushed thyme', '1 pinch saffron (optional)', 'salt and ground black pepper to taste']","['Melt butter in a large saucepan over medium heat; cook and stir carrots, celery, red bell pepper, onion, and garlic until the vegetables begin to soften, about 5 minutes.', 'Gently stir rice, corn, and peas into vegetables to combine. Pour chicken broth, soy sauce, and Worcestershire sauce into rice mixture. Season with lemon pepper, parsley, thyme, saffron, salt, and black pepper, bring to a boil, and reduce heat to low. Cover and simmer until rice is tender, about 20 minutes. Remove from heat and let pilaf stand covered until grains are separate, 10 to 15 more minutes.', '']"
Raspberry Thumbprint Cookies,4.59999990463257,17,Becca Crumrine,31,48,102,30 m,10 m,40 m,"['1/2 cup butter at room temperature', '1/2 cup vegetable shortening (such as Crisco(R))', '1/2 cup brown sugar', '2 eggs, separated', '1 teaspoon vanilla extract', '2 cups all-purpose flour, sifted', '1/2 teaspoon salt', '1 1/2 cups finely chopped pecans', '1 (8 ounce) jar raspberry jam, or as needed']","['Preheat oven to 375 degrees F (190 degrees C).', 'Beat butter, vegetable shortening, and brown sugar together in a bowl until smooth and creamy; beat in egg yolks and vanilla extract. Retain egg whites for a later step. Stir flour into butter mixture 1 cup at a time; mix in salt.', 'Beat egg whites in a separate bowl; transfer pecans to a shallow bowl. Pinch off and roll dough into 1-inch balls, dip each in beaten egg white, and roll in pecans. Place cookies on an ungreased baking sheet. Use your thumb to form an indention into the top of each cookie and spoon a small amount of raspberry jam into the hollow.', 'Bake cookies in the preheated oven until very lightly browned, 10 to 12 minutes.', '']"
al fresco Apple Maple Chicken Sausage Sliders,4.75,2,al fresco,16,6,391,15 m,,20 m,"['1 (8 ounce) package al fresco(R) Apple Maple Chicken Breakfast Sausage, sliced 1/4 inch thick', '6 large fresh eggs', '1/4 cup nonfat milk', '1/4 teaspoon freshly ground black pepper', '6 whole wheat mini bagels*', '2 ounces shredded low-sodium Cheddar cheese', '1/2 cup apple jelly (or apricot jam)', 'Cooking spray']","['In a small non-stick frying pan, gently brown the chicken sausage. Remove and keep warm.', 'Crack the eggs in a small bowl, whisk with the milk and black pepper.', 'Place a medium skillet that has been prepared with the cooking spray over medium heat. Scramble the eggs until done but still a bit soft (about 2 - 3 minutes.)', 'While the sausage and eggs are cooking, prepare the mini bagels by toasting, and spread the top and bottom with the apple jelly.', 'Divide the scrambled eggs and the cooked sausage on top of the jellied bottoms of the mini bagels.', 'Top each egg portion with a sprinkle of the shredded cheddar cheese, then put the top of the bagel on the cheese to make the slider.', '']"
Topsoil Garden Jell-O(R),4,1,bill r,1,10,125,10 m,,4 h 10 m,"['1 (3 ounce) package lime-flavored gelatin mix (such as Jell-O(R))', '1 (3 ounce) package blueberry-flavored gelatin (such as Jell-O(R))', '1 (3 ounce) package cherry-flavored gelatin (such as JELL-O(R))', '3 cups boiling water', '3 cups cold water', '12 gummi worms', 'fresh flowers for garnish']","['Dissolve lime, blueberry, and cherry gelatin mixes with boiling water in a bowl. Stir cold water into gelatin and refrigerate until firm, about 4 hours.', 'Unmold gelatin by dipping bowl in hot water until gelatin loosens; invert bowl over a platter to release. Decorate top of gelatin with gummi worms and flowers.', '']"
Chicken Lettuce Wraps,3.79310345649719,24,tierncooks,55,6,292,30 m,20 m,50 m,"['1 1/2 pounds ground chicken', '1 red bell pepper, cut into large dice', '1/2 cup soy sauce', '2 tablespoons rice wine vinegar, or more to taste', '1 tablespoon grated fresh ginger', '5 dashes hot pepper sauce (such as Tabasco(R))', '1 teaspoon Asian (toasted) sesame oil', '1/2 cup chunky peanut butter', '3 tablespoons hot water', '3 tablespoons soy sauce', '5 dashes hot pepper sauce (such as Tabasco(R))', '6 large leaves of iceberg lettuce', '2 carrots, shredded', '1 tablespoon chopped green onion, or to taste', '1 tablespoon chopped fresh cilantro']","['Cook and stir ground chicken in a large skillet until the meat is crumbly and no longer pink, about 10 minutes. Drain excess grease. Stir red bell pepper into chicken; cook and stir until pepper is slightly softened, about 5 more minutes.', 'Whisk 1/2 cup soy sauce, rice wine vinegar, ginger, 5 dashes hot pepper sauce, and sesame oil in a bowl; pour over chicken mixture. Cook and stir chicken mixture with sauce over low heat until flavors have blended, 5 to 10 minutes.', 'Mash peanut butter with hot water in a small bowl until smooth; stir 3 tablespoons soy sauce and 5 dashes hot pepper sauce into the mixture. Set dipping sauce aside.', 'Form lettuce leaves into cup shapes and fill with chicken mixture. Top lettuce wraps with shredded carrots, sprinkle with green onion and cilantro, and a spoonful of peanut dipping sauce.', '']"
Crustless Cheddar and Sun-Dried Tomato Mini Quiches,3.66666674613953,6,National Dairy Council,19,6,84,20 m,35 m,55 m,"['Nonstick cooking spray', '1/2 teaspoon olive oil', '1 leek, cleaned and finely chopped', '1 cup shredded reduced-fat Cheddar cheese, divided', '1 cup fat-free or low-fat lactose-free milk', '1 egg', '1/3 cup sun-dried tomatoes, plus additional for garnish', '1/2 teaspoon fresh or dried thyme']","['Preheat oven to 350 degrees Fahrenheit.  Lightly spray a 12-cup muffin pan* with non-stick cooking spray.', 'Heat oil in a small skillet over medium heat.  Cook leeks until softened, stirring frequently, about 5 minutes.  Divide leeks among muffin cups and top with 2/3 cup of Cheddar cheese.', 'Blend fat-free or low-fat lactose-free milk, egg, sun-dried tomatoes and thyme in a blender or food processor for about 20 seconds or until tomato is minced.  Pour fat-free or low-fat lactose-free milk mixture over cheese in muffin cups and top each with remaining cheese.  Bake 30 minutes or until tops and edges are browned.  Cool in pan for 3 minutes; serve warm or cold.  Top with additional pieces of sun-dried tomato, if desired.', '']"
