DishName,Rating,ReviewCount,Submitter,MadeIt,Servings,Calories,PrepTime,CookTime,Totaltime,Ingredients,Directions,,,,,,,,,,,
Light Marble Pound Cake,3,3,Carole,6,16,387,20 m,1 h 10 m,2 h 15 m,"['3 cups all-purpose flour', '1/2 teaspoon baking powder', '1/2 cup butter, softened', '1/2 cup vegetable shortening', '3 cups white sugar', '5 eggs', '1/2 cup unsweetened applesauce', '1 cup milk', '1 teaspoon vanilla extract', '1 teaspoon lemon juice', '1/4 cup unsweetened cocoa powder', '1/4 cup white sugar', '1/4 cup water']","['Preheat oven to 325 degrees F (165 degrees C). Grease a 10-inch tube pan. Whisk the flour and baking powder in a bowl until thoroughly combined.', 'In a large bowl, beat the butter and vegetable shortening together with an electric mixer until light and fluffy, about 3 minutes. Mix in 3 cups of sugar, 1 cup at a time, beating until smooth after each addition, then beat in the eggs, 1 at a time, beating each in well before adding the next. Beat in the applesauce until the liquid ingredients are smooth. Mix in the flour mixture, alternating with the milk, and stir in vanilla extract and lemon juice.', ""In a bowl, stir the cocoa powder, 1/4 cup of sugar, and water until the sugar has dissolved and the syrup is smooth. Pour about 3/4 cup of the pound cake batter into the chocolate mixture, and stir to combine. Pour the remaining vanilla cake batter into the prepared tube pan, then pour the chocolate batter over the vanilla batter. With a spoon handle or butter knife, swirl the two batters together a few times (don't overmix) to create a marbled effect."", 'Bake the cake in the preheated oven until a toothpick inserted into the cake comes out clean, and the sides of the cake pull slightly away from the pan, 70 to 80 minutes. Cool in the pan on a wire rack for 10 minutes, then invert the cake and remove from the pan onto the wire rack to finish cooling completely.', '']",,,,,,,,,,,
Carol's Vermont Chili,4.636363506,8,Carol Hammond,14,8,741,25 m,1 h 20 m,1 h 45 m,"['2 tablespoons olive oil', '2 cloves minced garlic', '1 large onion, coarsely chopped', '1 red bell pepper, coarsely chopped', '2 jalapeno peppers, seeded and sliced', '1 (15 ounce) can tomato sauce', '1 (28 ounce) can crushed tomatoes', '3/4 cup maple syrup', '1 (40 ounce) can kidney beans, drained', '1 tablespoon coarse ground black pepper', '2 tablespoons chili powder', '4 pounds ground beef chuck', 'salt to taste', '2 (12 ounce) bottles beer (such as HeinekenÂ®), or as needed']","['Heat the olive oil in a large pot over medium heat. Stir in the garlic, onion, red bell pepper, and jalapeno peppers. Cook and stir until the onion is tender, about 7 minutes. Add the tomato sauce, crushed tomatoes, maple syrup, and kidney beans. Season with black pepper and chili powder. Bring to a boil, then reduce heat to a simmer.', 'Meanwhile, heat a large skillet over medium-high heat and stir in the ground beef. Sprinkle beef with salt. Cook and stir until the beef is crumbly, evenly browned, and no longer pink. Drain and discard any excess grease; stir into the chili along with 1 beer. Cook and stir for 1 hour, stirring frequently. Season to taste with salt, and thin to desired consistency with 1 beer before serving.', '']",,,,,,,,,,,
Burger Spice Rub,4.333333492,7,Nicholas NickytheFish Colvard,16,20,18,5 m,,5 m,"['1/4 cup brown sugar', '2 tablespoons sea salt', '2 tablespoons paprika', '2 tablespoons ground black pepper', '1 tablespoon onion powder', '1 tablespoon garlic powder', '1 1/2 teaspoons ground cumin', '1 1/2 teaspoons dried sage', '1 pinch crushed red pepper, or to taste', '1 pinch chili powder, or to taste', '1 pinch dried thyme, or to taste']","['Mix brown sugar, sea salt, paprika, black pepper, onion powder, garlic powder, cumin, sage, red pepper flakes, chili powder, and thyme in a bowl until well blended. Store in an airtight container.', '']",,,,,,,,,,,
Tropical Shrimp Dipping Sauce,4.692307472,10,alemonada,12,6,63,5 m,,35 m,"['1/2 cup sour cream', '3 tablespoons non-alcoholic pina colada mix', '1/4 cup canned crushed pineapple', '1 tablespoon white sugar']","['Mix the sour cream, pina colada mix, crushed pineapple, and sugar together in a bowl, stirring to dissolve the sugar. Refrigerate at least 30 minutes to chill and blend the flavors.', '']",,,,,,,,,,,
Chili Macaroni Casserole ,4.555555344,39,Beth71,53,12,539,15 m,55 m,1 h 10 m,"['1 (16 ounce) package elbow macaroni', '2 pounds lean ground beef', '1/2 cup chopped onion', '2 (8 ounce) cans tomato sauce', '1 (14.5 ounce) can diced tomatoes', '1 (14 ounce) can whole kernel corn, drained', '1 (15 ounce) can kidney beans, rinsed and drained', '1 (1.25 ounce) package taco seasoning mix', '1 (1.25 ounce) package chili seasoning mix', '1 (10.75 ounce) can condensed cheddar cheese soup', '1 (10.75 ounce) can milk', '1 cup shredded Cheddar cheese', '1/2 cup sour cream', '1 1/2 teaspoons garlic powder', '1/2 teaspoon salt', '1/2 teaspoon black pepper', '1 cup shredded Cheddar cheese', '1 cup crushed tortilla chips', '1/2 cup sour cream (optional)']","['Preheat oven to 350 degrees F (175 degrees C).', 'Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the macaroni, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 8 minutes. Drain well in a colander set in the sink.', 'In a large skillet over medium heat, cook and stir the ground beef with onion until the meat is browned, about 10 minutes. Break the meat up into crumbles as it cooks; drain excess grease. Mix in the tomato sauce, diced tomatoes, corn, kidney beans, taco seasoning, and chili seasoning; bring to a boil, reduce heat to a simmer, and cook, stirring occasionally, for about 20 minutes.', 'Whisk the Cheddar cheese soup and milk in a saucepan until smooth, and bring to a simmer over medium-low heat. Whisk in 1 cup of shredded Cheddar cheese, 1/2 cup of sour cream, and garlic powder; season to taste with salt and black pepper.', 'Arrange the cooked macaroni into the bottom of a 10x15-inch baking dish, and mix with the soup mixture. Pour the ground beef chili over the macaroni, and sprinkle with 1 more cup shredded Cheddar cheese and crushed tortilla chips.', 'Bake in the preheated oven until the casserole is hot and bubbling and the cheese topping has melted, 20 to 30 minutes. Serve topped with dollops of sour cream.', '']",,,,,,,,,,,
Reduced Fat and Cholesterol Red Velvet Cake,3.666666746,5,squeeziebrb,6,16,202,40 m,20 m,3 h,"['Cooking spray', '2 1/4 cups whole wheat flour', '1 teaspoon salt', '1/2 cup unsweetened applesauce', '3/4 cup sugar and sucralose blend for baking (such as SPLENDAÂ® Sugar Blend)', '1 tablespoon sugar and sucralose blend for baking (such as SPLENDAÂ® Sugar Blend)', '1/2 cup liquid egg substitute', '3 tablespoons unsweetened cocoa powder', '1 fluid ounce red food coloring', '1 cup reduced-fat buttermilk', '1 1/4 teaspoons vanilla extract', '1 tablespoon white vinegar', '1 teaspoon baking soda', '3/4 cup fat-free vanilla yogurt', '3/4 cup fat-free cottage cheese', '2 (8 ounce) packages fat-free cream cheese at room temperature, cubed', ""1 cup confectioners' sugar"", '1 teaspoon vanilla extract', '1 teaspoon skim milk, or as needed (optional)']","['Preheat oven to 350 degrees F (175 degrees C). Spray 2 9-inch cake pans with cooking spray. Whisk together the whole wheat flour and salt in a bowl.', 'Beat together the applesauce, 3/4 cup plus 1 tablespoon of sugar and sucralose baking blend, and egg substitute with an electric mixer on Medium speed in a large mixing bowl. In a small bowl, stir the cocoa powder and red food coloring together until smooth, and mix into the liquid ingredients. Gradually beat in the whole wheat flour mixture, alternating with buttermilk in several additions, and mix in 1 1/4 teaspoon of vanilla extract. In a small bowl, stir the vinegar and baking soda together, and mix into the batter. Pour batter into the cake pans, and tap the filled pans on the counter to remove air bubbles.', 'Bake in the preheated oven until the cakes are set and a toothpick inserted into the center of a cake comes out clean, 20 to 25 minutes. Allow to cool completely before frosting.', ""For frosting, place the vanilla yogurt and cottage cheese into the work bowl of a food processor, and process until smooth; add the cream cheese, and process again to smoothly blend the mixture. Add confectioners' sugar and 1 teaspoon of vanilla extract, and process again to make a smooth frosting, 30 seconds to 1 more minute, scraping the sides of the bowl. If frosting seems too stiff to spread, blend in skim milk, 1 teaspoon at a time, until the frosting is spreadable and smooth. Chill frosting for 1 hour before frosting cake. After frosting, chill cake before serving for easier cutting."", '']",,,,,,,,,,,
Gluten Free Red Velvet Cake,4.625,33,ktonks,73,12,399,15 m,25 m,1 h 40 m,"['3/4 cup brown rice flour', '1/4 cup coconut flour', '3/4 cup sorghum flour', '3/4 cup tapioca starch', '1 teaspoon baking soda', '1 teaspoon xanthan gum', '1/4 teaspoon salt', '1/4 cup unsweetened cocoa powder, divided', '1 cup canola oil', '1 1/2 cups white sugar', '2 eggs at room temperature', '3/4 cup unsweetened applesauce', '1 cup buttermilk', '1 ounce red food coloring', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour 2 9-inch round cake pans with gluten-free flour. In a bowl, whisk together the brown rice flour, coconut flour, sorghum flour, tapioca starch, baking soda, xanthan gum, salt, and 3 tablespoons of cocoa powder in a bowl.', 'In a large mixing bowl, beat canola oil and sugar until thoroughly combined, and beat the eggs in one at a time until fully incorporated. Stir in the applesauce. Beat the flour mixture into the wet ingredients, alternating with buttermilk, in several additions, beginning and ending with flour mixture. Mix the remaining 1 tablespoon of cocoa powder with the red food coloring and vanilla extract to make a paste; gently stir into the batter. Pour the batter into the prepared cake pans.', 'Bake in the preheated oven until a toothpick inserted into the center of a cake comes out clean, about 25 minutes. Allow the cakes to cool completely before frosting.', '']",,,,,,,,,,,
Ice Cream Cupcakes,4.333333492,4,footballgrl16,9,24,253,30 m,10 m,8 h 40 m,"['1 (18.25 ounce) package chocolate cake mix', '1 1/4 cups water', '1/3 cup vegetable oil', '3 eggs', '1 (1.5 quart) container vanilla ice cream, softened', '1 (16 ounce) container prepared chocolate fudge frosting']","['Preheat an oven to 350 degrees F (175 degrees C). Grease or line 24 cupcake or muffin cups with paper baking liners.', 'Stir cake mix, water, oil and eggs in large bowl until moistened. Beat with a mixer on medium speed for 2 minutes or whisk by hand for 2 minutes. Drop 2 tablespoons of batter into each cupcake cup.  Bake in the preheated oven until a toothpick inserted into the cake comes clean, about 8 to 10 minutes. When the cupcakes have cooled completely, cover and freeze until hard, about 4 hours.', 'Spoon about 1/2 cup of the softened ice cream into each cup and gently pack it into the cup. Cover and return to the freezer until frozen, about 4 hours. Frost the cupcakes with the prepared frosting and serve.', '']",,,,,,,,,,,
Jalapeno Salsa,4.46875,28,Trey,63,25,7,15 m,12 m,27 m,"['10 fresh jalapeno peppers', '2 tomatoes', '1 white onion, quartered', '1/4 cup chopped fresh cilantro, or more to taste', '2 cloves garlic, smashed', '1 lime, juiced', '1 teaspoon salt', '1 teaspoon ground black pepper']","['Place jalapenos in a saucepan with enough water to cover. Bring to a boil. Simmer until jalapenos soften and begin to lose their shine, about 10 to 12 minutes. Remove the jalapenos with a slotted spoon, chop off the stem, and place them in a blender. Add the tomatoes and boil for 2 to 3 minutes to loosen the skin. Peel the skin from the tomatoes and add tomatoes to the blender.', 'Place the onion, cilantro, garlic, lime juice, salt, and black pepper in the blender with the jalapenos and tomatoes. Blend to desired consistency.', '']",,,,,,,,,,,
Maria's Cucumber Salad ,3.333333254,26,Sandy,27,4,26,10 m,,10 m,"['2 cucumbers, peeled and cut into 1/4-inch thick slices', '1 teaspoon chili powder', 'lemon, juiced', '1/2 teaspoon salt']","['Toss the cucumber slices in a bowl with chili powder, lemon juice, and salt until well mixed. Serve immediately.', '']",,,,,,,,,,,
Margaritas Maravillosos,5,1,Christine W.,3,5,584,15 m,,15 m,"['1 (12 ounce) can frozen limeade concentrate', '10 (1.5 fluid ounce) jiggers gold tequila', '5 (1.5 fluid ounce) jiggers triple sec', '2 tablespoons fresh lime juice', '1 tablespoon freshly grated lime peel', '4 teaspoons white sugar', '5 cups ice']","['Pour the frozen limeade concentrate, tequila, triple sec, lime juice, lime zest, and sugar into a blender, and blend until thoroughly mixed. Serve in glasses over ice. If preferred, add ice cubes to margarita mix in the blender, and blend until slushy; pour into glasses.', '']",,,,,,,,,,,
Shredded Tri-Tip for Tacos in the Slow Cooker,4.508771896,42,Wendy Stevens,64,12,300,15 m,8 h,8 h 15 m,"['cooking spray', '1 (3 pound) beef tri-tip roast, fat layer left untrimmed', ""2 teaspoons garlic pepper seasoning (such as SuzyQ's Santa Maria Valley Style SeasoningÂ®), or to taste"", '2 tablespoons olive oil', '2 tablespoons minced garlic', '2 onions, chopped', '2 teaspoons ground ancho chile pepper', '2 teaspoons cayenne pepper', '2 teaspoons ground black pepper', '1 1/2 cups white wine', '1 (28 ounce) can crushed tomatoes', '1 tablespoon chopped fresh cilantro, or to taste']","['Spray the inside of a slow cooker with cooking spray. Season the tri-tip roast with garlic pepper seasoning on both sides.', 'Heat olive oil in a large, heavy skillet over medium heat, and sear the roast on all sides until well browned, about 5 minutes per side. Place the tri-tip roast into the slow cooker, fatty side up.', 'Cook and stir the garlic and onions in the hot skillet until golden brown, about 10 minutes, and season with the ancho chile pepper, cayenne pepper, and black pepper. Place seasoned garlic and onions over the roast in the cooker, and pour in the white wine and crushed tomatoes. Cover the cooker, set to Low, and cook until tender, about 8 hours.', 'Remove roast from the cooker, and cut off the fatty layer with a sharp knife (tender meat should cut easily). Place the roast back into the cooker, and shred meat with two forks. If desired, remove some of the liquid from the meat. Stir in cilantro and serve.', '']",,,,,,,,,,,
Cool and Refreshing Cantaloupe Drink ,4,4,raracat,4,8,113,15 m,,15 m,"['1 cantaloupe, halved and seeded', '1/2 cup white sugar, or more to taste', '2 cups milk', '6 cups cold water, or more as needed']","['Shred the cantaloupe into a large pitcher using a fork, making sure to catch all the juice and pulp. Stir in the sugar, mashing any large pieces of cantaloupe. Stir in the milk and water, adding enough to fill the pitcher. Serve cold.', '']",,,,,,,,,,,
Easy Raspberry Vinaigrette Dressing,4.416666508,22,sconnelly,27,4,172,5 m,,5 m,"['1 tablespoon raspberry jam', '1/4 cup white vinegar', '1/3 cup olive oil', 'salt and ground black pepper to taste']","['Vigorously whisk together the raspberry jam, vinegar, and olive oil until thoroughly combined; season with salt and black pepper to serve.', '']",,,,,,,,,,,
